0,022547461	0,026443822	0,022547461	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233	0,025514233
0,025118682	0,030261088	0,024129758	0,030261088	0,027096518	0,026377298	0,02610759	0,025966315	0,025879376	0,025820482	0,025777947	0,025745787	0,025720618	0,025700384	0,025683764	0,025669868	0,025658077	0,025647947	0,02563915	0,025631439	0,025624625	0,02561856
0,030320411	0,031151107	0,030003955	0,030656645	0,028283227	0,027155361	0,026676222	0,026413013	0,026246858	0,026132492	0,026048986	0,025985341	0,025935228	0,025894747	0,025861367	0,025833369	0,025809549	0,025789037	0,02577119	0,025755519	0,025741649	0,025729287
0,030854455	0,033030089	0,029469961	0,030854455	0,029140303	0,027827923	0,027198501	0,026836007	0,026601289	0,026437135	0,026315957	0,026222859	0,026149107	0,026089246	0,026039691	0,025997994	0,025962425	0,025931725	0,02590496	0,025881418	0,025860551	0,025841928
0,030854448	0,031447803	0,029074385	0,029647961	0,029309522	0,028158839	0,027504683	0,027103812	0,026835648	0,026644285	0,026501068	0,026389937	0,026301232	0,026228803	0,026168558	0,026117665	0,026074108	0,026036408	0,02600346	0,025974419	0,025948631	0,025925577
0,030854438	0,032238932	0,030063299	0,031704913	0,030107986	0,02880358	0,028029712	0,027542012	0,027210207	0,026970777	0,02679017	0,026649204	0,026536174	0,026443553	0,026366285	0,026300854	0,026244738	0,026196084	0,026153498	0,026115913	0,026082498	0,026052595
0,031447797	0,032238937	0,030063303	0,031250012	0,030488661	0,029248386	0,02843225	0,027895155	0,027520961	0,027246857	0,027037939	0,026873634	0,026741124	0,026632041	0,026540704	0,026463121	0,026396413	0,026338448	0,026287617	0,026242681	0,026202672	0,026166824
0,031052232	0,033010302	0,030854447	0,032436726	0,031138016	0,029828084	0,028932809	0,028327686	0,027899097	0,027581687	0,027337872	0,027145004	0,026988759	0,026859676	0,026751276	0,026658977	0,026579453	0,026510231	0,026449436	0,02639562	0,02634765	0,026304624
0,032931159	0,034414544	0,032634481	0,033030051	0,031768694	0,03041026	0,029444964	0,02877553	0,028293786	0,027933195	0,027654104	0,02743208	0,027251423	0,027101651	0,026975518	0,026867865	0,026774926	0,026693888	0,02662261	0,026559433	0,026503055	0,026452436
0,03382122	0,03421679	0,032832296	0,033425651	0,032321013	0,030958513	0,02994255	0,029218399	0,028688544	0,028287547	0,027974746	0,027724449	0,027519868	0,027349651	0,02720588	0,027082874	0,026976463	0,026883515	0,026801637	0,02672897	0,026664046	0,026605693
0,033425642	0,036392414	0,033425642	0,035660611	0,033434212	0,03181344	0,030657308	0,029831943	0,029224857	0,028763228	0,028401738	0,028111579	0,027873813	0,027675571	0,027507834	0,027364112	0,027239619	0,027130757	0,027034768	0,026949504	0,026873268	0,026804702
0,036689085	0,040348104	0,036629749	0,037579117	0,034815847	0,032861744	0,031522534	0,030569769	0,029867493	0,029331995	0,028911592	0,02857341	0,028295783	0,028063946	0,027867523	0,02769903	0,027552937	0,027425077	0,027312251	0,027211964	0,027122241	0,027041503
0,03748025	0,039556991	0,036788003	0,039260314	0,036297336	0,034025121	0,032489756	0,03139744	0,030590017	0,029972532	0,029486521	0,029094722	0,028772502	0,028503019	0,028274409	0,028078088	0,027907706	0,027758464	0,027626674	0,027509454	0,027404522	0,027310048
0,039754739	0,041712809	0,035996828	0,041277682	0,037957451	0,035343768	0,033588247	0,032338415	0,031412145	0,030701896	0,030141586	0,029689013	0,029316205	0,029003986	0,028738811	0,028510862	0,028312857	0,028139287	0,027985911	0,02784941	0,027727154	0,027617029
0,040743662	0,041139231	0,039556953	0,039952523	0,038622475	0,036181724	0,034383782	0,033063568	0,032069097	0,031298711	0,030686638	0,030189672	0,029778654	0,029433341	0,029139301	0,028885998	0,028665574	0,028472054	0,028300821	0,028148252	0,028011465	0,027888139
0,040545887	0,043117089	0,040348102	0,04232595	0,039856967	0,037298856	0,035376553	0,0339457	0,032858086	0,032010146	0,031333266	0,030781686	0,030324189	0,029938933	0,029610253	0,029326652	0,029079525	0,028862305	0,028669904	0,028498319	0,02834436	0,028205453
0,042345719	0,043314865	0,040743662	0,040941447	0,04021846	0,037961145	0,036072164	0,034611962	0,033479883	0,032586359	0,031867054	0,031277284	0,030785808	0,030370404	0,030014938	0,029707465	0,029438977	0,029202562	0,028992839	0,028805557	0,028637315	0,028485365
0,040743661	0,040743661	0,038172459	0,03945806	0,039964994	0,038233311	0,036495401	0,035073495	0,033939743	0,033029694	0,032288777	0,031676346	0,031162863	0,030726783	0,030352192	0,030027157	0,029742585	0,02949145	0,02926824	0,029068581	0,02888896	0,028726523
0,04173262	0,04173262	0,037974708	0,039556987	0,039828991	0,03847398	0,0368781	0,035500494	0,034371839	0,03345081	0,032692566	0,032060767	0,031527825	0,031073065	0,030680935	0,03033961	0,030039992	0,029774986	0,029538996	0,029327554	0,029137054	0,028964556
