0.000000	0.000000	0.000000	
-0.869241	0.267515	-0.052119	
-0.095143	-0.685798	-0.952631	
0.889725	-0.045905	0.340815	
0.527777	-0.363502	0.870485	
-0.726921	-0.708215	0.043753	
-0.809649	-1.239589	0.736740	
0.055303	0.080341	-0.095243	
0.472629	-0.138425	-0.893894	
-0.521140	-0.271505	0.524995	
-0.720750	0.953463	0.027853	
0.081398	0.638462	1.020851	
0.456384	0.031901	-0.338996	
0.531518	0.413784	-0.048181	
-0.725412	-1.174034	0.705095	
0.094781	0.153812	-0.966018	
-0.397766	0.253884	-0.135322	
-0.442259	0.102446	0.951893	
0.527911	-0.547487	-0.538752	
-1.547349	2.713521	-3.388495	
0.984171	0.512255	0.477634	
-0.158646	2.413054	2.341649	
-0.586220	0.605667	-0.616916	
-0.226095	2.479927	2.468778	
-0.680277	-0.488028	0.735875	
-0.887444	-0.063430	0.018256	
-0.286993	0.176243	0.615558	
0.295209	0.455260	-0.157655	
0.314202	0.835675	0.638094	
-0.234007	0.794479	0.009747	
-0.686625	-0.439205	0.447196	
0.163576	-0.285565	0.960315	
-1.167841	0.956243	0.553577	
-1.036504	0.572254	0.751254	
0.677141	-0.894920	-0.135643	
0.366680	0.793910	0.438623	
0.357257	0.319505	-1.227400	
0.265955	-0.076122	0.288952	
-0.693562	0.626102	-1.155723	
-0.275619	-0.063467	0.512843	
-0.676750	-0.030292	0.172411	
-0.013185	-0.481630	-0.211190	
0.281693	1.595114	1.590097	
0.146880	-1.099038	-1.309260	
0.918407	-0.850935	1.153046	
0.804158	-0.815037	0.444843	
-0.806202	0.727147	-0.380966	
-0.158142	-1.106355	-1.186846	
-0.053968	-0.086007	0.345074	
-0.787925	0.811198	-0.986544	
0.529155	-0.203561	0.277708	
0.234855	-0.722209	-0.427723	
0.826657	1.281807	-0.755142	
0.973170	-0.565888	-0.440228	
0.322058	1.060124	1.040180	
0.247347	0.832983	-0.032045	
-0.233144	0.121503	0.744918	
1.025763	2.058969	-1.380600	
2.202042	-1.336359	-1.378291	
1.670182	-1.076333	-1.000021	
-0.144879	0.585118	0.746388	
-0.577267	0.313230	-0.601994	
-0.286645	-0.061147	-0.079232	
0.936018	-1.069846	1.653705	
-1.416590	-2.835361	2.244827	
-0.865173	-1.181704	-1.078863	
0.239429	-0.141099	0.694794	
0.335121	1.765417	1.780547	
0.119411	-0.704605	0.152375	
0.409038	0.067337	0.594708	
-0.587224	-1.312713	-1.176232	
-0.155076	0.705637	0.620270	
-0.431992	0.305254	-0.858063	
0.240036	0.272885	-0.598028	
-0.029720	0.475438	0.090544	
0.215725	1.012311	0.592733	
-0.731065	0.862874	-1.476223	
-0.666042	-1.435554	-1.429380	
-0.802431	0.363916	0.205289	
1.430339	-2.229896	2.718833	
0.752079	1.304940	1.393050	
0.131948	0.706901	0.133963	
-0.451469	-1.012835	0.367075	
-0.368463	0.860074	-0.896032	
0.598087	-0.780030	0.217044	
-1.101527	-2.099371	1.495191	
-0.406850	0.231720	0.076518	
-0.251319	0.204536	-0.047760	
0.084944	0.162857	-1.066571	
-0.177901	-0.222320	-0.322591	
0.068135	0.346530	-0.148767	
0.151735	-1.665434	-1.749975	
-0.287608	0.098249	0.841849	
0.953505	-0.132467	0.659095	
-0.189493	-0.744064	0.808568	
-0.784645	-1.292945	-1.058259	
0.793727	-0.771634	0.173156	
-0.481155	-1.177506	-1.211761	
0.788819	0.054662	0.125729	
-0.796003	-1.167892	-1.162631	
-0.263692	0.193594	0.073053	
-0.831103	-0.942687	0.821327	
-0.913869	-1.181521	0.735209	
0.724229	1.369030	1.195895	
-0.579742	-1.373902	0.646890	
-0.333469	-0.294740	0.031471	
-0.637349	0.236145	0.591924	
0.441467	1.016699	1.185656	
-0.708813	-0.432156	-0.812499	
1.347435	2.532174	-1.997622	
-0.868539	-1.176630	-1.226756	
-0.186993	-1.740616	-1.809261	
-1.130298	0.624912	0.697308	
-0.756573	0.199338	1.074293	
-0.864352	0.913417	0.087390	
-0.428010	0.838970	0.114544	
1.226717	2.730163	-1.976894	
0.713842	0.832673	-0.456751	
-1.060434	1.585686	-2.276665	
0.687473	-0.951059	-0.017422	
0.501965	-0.687134	0.541861	
0.517771	0.159648	-0.440633	
0.933902	-0.311175	-0.566488	
-0.666737	-0.600750	0.177486	
0.289787	1.408331	-0.629540	
0.324299	0.956613	0.498213	
-0.304125	-0.944391	-0.766172	
1.288696	-1.631050	1.953046	
0.962654	0.491064	-0.263202	
0.605284	0.678993	0.917244	
-0.330595	-1.014463	-0.644039	
0.333808	-0.074084	0.552794	
0.592501	1.438055	1.310865	
-0.907584	-0.453165	-0.097889	
-0.332577	0.136292	-0.313161	
0.852634	0.223988	0.474644	
-0.910578	-0.708707	0.499709	
0.124377	0.069738	-1.023508	
1.377507	2.605852	-2.073547	
1.071197	-0.689894	-0.851040	
0.543563	1.224226	1.107724	
0.843381	-0.601850	1.254999	
0.607310	0.887575	1.087185	
-0.419214	-0.306227	-0.541106	
0.344933	-0.568158	1.191500	
0.055182	0.404324	-0.639083	
1.144742	-1.629750	2.197111	
0.465862	-0.787705	-0.183114	
1.173865	2.309055	-1.692613	
0.428365	1.766309	1.763070	
-0.807631	0.449089	0.708711	
0.538397	0.466721	0.450491	
0.326649	1.150594	-0.420813	
0.361438	1.739466	1.673938	
-0.630079	0.297977	0.559389	
0.759358	-0.623325	-0.378859	
-0.222070	-0.947073	0.177136	
-0.988958	0.377125	0.853665	
-1.101112	0.943551	-1.090644	
-0.982274	0.755992	-0.943491	
1.055175	-1.636825	2.380958	
-0.426075	-0.518918	-0.949668	
-1.059030	0.542627	0.593781	
0.158294	0.652856	-0.069916	
0.340518	-0.001060	0.514628	
0.301919	-0.005140	-0.998334	
0.628256	-0.947736	1.797651	
0.395756	-0.147151	0.417287	
-0.816137	-0.338769	0.860305	
-0.588538	0.585067	-0.979471	
-0.129838	-0.659530	-0.061966	
-0.691539	0.058241	-0.822604	
-0.227272	0.648626	0.227482	
-0.461824	-0.030618	0.844514	
0.711151	0.274929	-0.026548	
0.340656	1.538558	1.546840	
-0.999760	-0.722004	0.654171	
-0.784844	-0.905201	-0.709059	
0.784765	0.604799	-0.693875	
-0.917121	1.032661	-1.518632	
-0.728511	-1.120121	-1.011175	
0.063457	-0.216919	-0.959373	
0.085260	0.783655	0.262798	
0.215029	-0.901927	-0.099387	
-0.248497	-0.280988	0.110507	
-0.810668	-1.076003	-1.256649	
0.893635	-0.634510	-0.544329	
-0.129434	0.297874	0.165560	
-0.402769	0.204761	0.867553	
1.147751	2.223883	-1.616611	
-1.047331	-0.259883	-0.361208	
-0.245926	1.041707	-0.259690	
0.327179	-0.253636	0.354041	
-0.365379	-0.791256	0.205248	
-0.264242	0.109988	-0.218610	
0.595830	0.068656	-0.558289	
0.875070	-0.290357	0.575134	
0.559192	0.496214	0.175254	
-0.533416	0.316932	-0.127393	
0.467267	1.048702	0.750737	
-0.218806	-0.757833	-0.642669	
-0.203112	0.866726	0.732406	
0.794081	0.861661	-0.371646	
-0.852372	1.051643	-1.559877	
-0.993430	-0.758843	0.307404	
0.717209	-0.252200	0.346183	
0.996182	0.015866	0.102016	
0.900204	-0.513209	-0.627010	
0.682816	-0.643340	1.151765	
-1.242526	-2.554007	1.897463	
0.632137	1.147542	0.831698	
0.023679	1.385797	-0.404454	
0.473187	-0.694252	0.321442	
0.224922	0.493107	0.437389	
0.121401	-0.232388	0.747912	
